1.5,3368.2,41.81,73.23,17.23,151.93
1,3668.9,44.36,73.18,17.23,97.4
0.8,3871.7,39.89,83.76,15.32,2276.9
0.75,3784,39.89,91.94,15.96,2361
0.6,3258.9,41.89,109.1,20.06,3555.6
0.55,3628.2,43.09,92.74,19.15,3408.7
0.5,3697.2,43.72,0,18.51,45.42
0.4,3677.2,42.45,0,19.79,1406.6
0.3,3574.1,43.09,0,24.26,1765.7
0.2,3358.2,46.28,0,35.74,2052
0.15,3396.5,53.3,0,47.87,2319.3
0.1,3425.9,62.23,0,91.92,2972.6
0.075,3398.1,71.17,0,77.88,3329.5
0.05,3103.7,90,0,54.9,3103.7
