1.5,2920.7,48.83,50.02,19.15,1029.7
1,2922.1,48.19,59.2,17.87,55.02
0.8,2804.8,50.11,57.37,21.7,1270.3
0.75,2838.8,50.11,61.15,21.7,1323.5
0.6,2999.8,49.47,86.61,16.6,1411.1
0.55,2845.2,45,107.4,20.43,3055.8
0.5,2858.9,49.47,0,20.43,22.24
0.4,2882.6,48.83,0,19.79,941.24
0.3,2898.4,48.83,0,19.79,1150.1
0.2,2920.1,49.47,0,22.34,1337.7
0.15,2901,50.11,0,25.53,1490.9
0.1,2827,62.21,0,31.28,1758.7
0.075,2862.2,59.04,0,68.94,1976.9
0.05,2852.2,68.62,0,71.48,2471.3
