0,0,0
0.72,1.3822,0.01186
1.44,2.4001,0.020594
2.16,2.833,0.024309
2.88,2.679,0.022987
3.6,2.1229,0.018216
4.32,1.4461,0.012409
5.04,1.152,0.0098849
5.76,1.817,0.015591
6.48,2.9312,0.025151
7.2,3.9395,0.033803
7.92,4.4889,0.038517
8.64,4.4952,0.038572
9.36,4.2807,0.036731
10.08,4.3041,0.036932
10.8,4.3786,0.037571
11.52,3.7209,0.031928
12.24,1.8134,0.01556
12.96,1.8726,0.016068
13.68,5.7902,0.049684
14.4,9.5191,0.081679
15.12,11.941,0.10246
15.84,12.361,0.10607
16.56,10.693,0.091748
17.28,7.463,0.064037
18,3.6748,0.031532
18.72,2.4213,0.020776
19.44,5.7293,0.049161
20.16,9.4256,0.080877
20.88,12.662,0.10865
21.6,14.708,0.1262
22.32,14.927,0.12808
23.04,13.308,0.11419
23.76,10.836,0.092976
24.48,9.4052,0.080702
25.2,10.343,0.08875
25.92,13.123,0.11261
26.64,17.098,0.14671
27.36,21.622,0.18553
28.08,25.432,0.21822
28.8,27.226,0.23361
29.52,26.646,0.22864
30.24,24.851,0.21324
30.96,24.131,0.20706
31.68,26.049,0.22352
32.4,30.093,0.25822
33.12,35.049,0.30074
33.84,40.044,0.3436
34.56,44.277,0.37992
35.28,46.925,0.40264
36,47.506,0.40763
36.72,46.213,0.39654
37.44,43.902,0.37671
38.16,41.787,0.35855
38.88,41.086,0.35255
39.6,42.823,0.36745
40.32,47.767,0.40987
41.04,56.328,0.48333
41.76,68.237,0.58551
42.48,82.23,0.70558
43.2,96.158,0.82509
43.92,107.59,0.92316
44.64,114.63,0.98361
45.36,116.54,1
46.08,113.74,0.97592
46.8,107.34,0.92102
47.52,98.634,0.84634
48.24,88.819,0.76212
48.96,79.082,0.67857
49.68,70.84,0.60785
50.4,65.764,0.56429
51.12,65.04,0.55808
51.84,67.998,0.58346
52.56,71.935,0.61725
53.28,73.649,0.63195
54,71.124,0.61028
54.72,64.952,0.55733
55.44,59.605,0.51145
56.16,61.805,0.53033
56.88,72.529,0.62234
57.6,85.256,0.73155
58.32,93.286,0.80044
59.04,92.802,0.7963
59.76,82.786,0.71036
60.48,64.607,0.55437
61.2,41.648,0.35737
61.92,19.628,0.16842
62.64,14.338,0.12303
63.36,25.039,0.21485
64.08,31.226,0.26794
64.8,30.698,0.26341
65.52,25.218,0.21639
66.24,17.194,0.14754
66.96,8.1461,0.069898
67.68,5.3224,0.045669
68.4,17.401,0.14931
69.12,31.19,0.26763
69.84,43.242,0.37104
70.56,50.333,0.43188
71.28,50.065,0.42959
72,41.809,0.35874
72.72,27.298,0.23423
73.44,12.047,0.10337
74.16,13.962,0.1198
74.88,23.254,0.19953
75.6,25.135,0.21567
76.32,18.104,0.15535
77.04,5.5627,0.047731
77.76,13.226,0.11349
78.48,26.082,0.2238
79.2,32.301,0.27716
79.92,30.468,0.26143
80.64,22.467,0.19278
81.36,12.798,0.10981
82.08,8.1039,0.069536
82.8,9.0346,0.077523
83.52,8.0095,0.068727
84.24,4.0209,0.034501
84.96,3.6799,0.031576
85.68,8.8464,0.075907
86.4,12.655,0.10859
87.12,14.083,0.12084
87.84,13.269,0.11386
88.56,11.149,0.095669
89.28,9.0832,0.077939
90,8.2453,0.07075
90.72,9.0832,0.077939
91.44,11.149,0.095669
92.16,13.269,0.11386
92.88,14.083,0.12084
93.6,12.655,0.10859
94.32,8.8464,0.075907
95.04,3.6799,0.031576
95.76,4.0209,0.034501
96.48,8.0095,0.068727
97.2,9.0346,0.077523
97.92,8.1039,0.069536
98.64,12.798,0.10981
99.36,22.467,0.19278
100.08,30.468,0.26143
100.8,32.301,0.27716
101.52,26.082,0.2238
102.24,13.226,0.11349
102.96,5.5627,0.047731
103.68,18.104,0.15535
104.4,25.135,0.21567
105.12,23.254,0.19953
105.84,13.962,0.1198
106.56,12.047,0.10337
107.28,27.298,0.23423
108,41.809,0.35874
108.72,50.065,0.42959
109.44,50.333,0.43188
110.16,43.242,0.37104
110.88,31.19,0.26763
111.6,17.401,0.14931
112.32,5.3224,0.045669
113.04,8.1461,0.069898
113.76,17.194,0.14754
114.48,25.218,0.21639
115.2,30.698,0.26341
115.92,31.226,0.26794
116.64,25.039,0.21485
117.36,14.338,0.12303
118.08,19.628,0.16842
118.8,41.648,0.35737
119.52,64.607,0.55437
120.24,82.786,0.71036
120.96,92.802,0.7963
121.68,93.286,0.80044
122.4,85.256,0.73155
123.12,72.529,0.62234
