0,0,0
0.72,2.8042,0.02026
1.44,5.1766,0.037401
2.16,6.7737,0.048939
2.88,7.3738,0.053275
3.6,6.9263,0.050042
4.32,5.5627,0.04019
5.04,3.5941,0.025967
5.76,1.6462,0.011894
6.48,1.7784,0.012849
7.2,3.1977,0.023103
7.92,4.0653,0.029372
8.64,4.0887,0.029541
9.36,3.2944,0.023802
10.08,1.9126,0.013819
10.8,0.70953,0.0051263
11.52,1.7982,0.012992
12.24,2.9886,0.021592
12.96,3.528,0.025489
13.68,3.2679,0.02361
14.4,2.3125,0.016708
15.12,1.4573,0.010529
15.84,2.6017,0.018797
16.56,4.5954,0.033202
17.28,6.4683,0.046733
18,7.9247,0.057255
18.72,8.9019,0.064315
19.44,9.5211,0.068789
20.16,10.016,0.072367
20.88,10.588,0.076496
21.6,11.256,0.081326
22.32,11.849,0.085607
23.04,12.113,0.087514
23.76,11.833,0.085492
24.48,10.886,0.07865
25.2,9.2414,0.066768
25.92,6.9434,0.050165
26.64,4.0961,0.029594
27.36,0.89064,0.0064348
28.08,2.5997,0.018782
28.8,5.9144,0.042731
29.52,8.83,0.063796
30.24,11.045,0.079798
30.96,12.336,0.089129
31.68,12.617,0.091153
32.4,11.967,0.086458
33.12,10.622,0.076746
33.84,8.8986,0.064291
34.56,7.0688,0.051072
35.28,5.2769,0.038125
36,3.6464,0.026345
36.72,2.8489,0.020583
37.44,3.897,0.028156
38.16,5.828,0.042107
38.88,7.495,0.054151
39.6,8.2311,0.059469
40.32,7.6529,0.055291
41.04,5.7419,0.041484
41.76,3.1806,0.022979
42.48,3.2139,0.02322
43.2,6.1201,0.044217
43.92,8.5781,0.061976
44.64,9.681,0.069944
45.36,9.594,0.069316
46.08,10.147,0.073315
46.8,14.362,0.10376
47.52,22.784,0.16461
48.24,34.415,0.24864
48.96,48.518,0.35054
49.68,64.427,0.46548
50.4,81.242,0.58697
51.12,97.763,0.70633
51.84,112.65,0.81388
52.56,124.71,0.90101
53.28,133.16,0.96204
54,137.7,0.99487
54.72,138.41,1
55.44,135.49,0.97893
56.16,129.15,0.9331
56.88,119.64,0.86441
57.6,107.56,0.7771
58.32,94.033,0.67938
59.04,80.796,0.58375
59.76,69.852,0.50468
60.48,62.757,0.45341
61.2,59.661,0.43105
61.92,59.063,0.42672
62.64,58.778,0.42467
63.36,57.086,0.41244
64.08,53.213,0.38446
64.8,47.277,0.34158
65.52,39.932,0.28851
66.24,31.914,0.23058
66.96,23.921,0.17283
67.68,17.468,0.12621
68.4,16.445,0.11882
69.12,22.243,0.1607
69.84,30.601,0.22109
70.56,38.627,0.27908
71.28,45.21,0.32664
72,49.924,0.3607
72.72,52.466,0.37906
73.44,52.457,0.379
74.16,49.619,0.35849
74.88,44.153,0.319
75.6,36.999,0.26731
76.32,29.673,0.21438
77.04,23.653,0.17089
77.76,19.654,0.142
78.48,17.448,0.12606
79.2,16.5,0.11921
79.92,16.553,0.1196
80.64,17.506,0.12648
81.36,18.936,0.13681
82.08,19.898,0.14376
82.8,19.232,0.13895
83.52,16.181,0.11691
84.24,10.92,0.078894
84.96,5.0994,0.036843
85.68,5.959,0.043053
