0,0
0.72,0.0077883
1.44,0.01505
2.16,0.021564
2.88,0.02731
3.6,0.03246
4.32,0.037107
5.04,0.040995
5.76,0.043461
6.48,0.043642
7.2,0.040861
7.92,0.035144
8.64,0.028124
9.36,0.024762
10.08,0.030543
10.8,0.042279
11.52,0.054239
12.24,0.062831
12.96,0.06587
13.68,0.06224
14.4,0.051925
15.12,0.036204
15.84,0.019203
16.56,0.019181
17.28,0.037771
18,0.057098
18.72,0.073267
19.44,0.085546
20.16,0.094642
20.88,0.10208
21.6,0.10931
22.32,0.1168
23.04,0.12371
23.76,0.12851
24.48,0.12982
25.2,0.12711
25.92,0.12101
26.64,0.11329
27.36,0.10648
28.08,0.10337
28.8,0.10629
29.52,0.11656
30.24,0.13422
30.96,0.15803
31.68,0.18559
32.4,0.2137
33.12,0.2389
33.84,0.25813
34.56,0.26932
35.28,0.27181
36,0.26651
36.72,0.2558
37.44,0.2433
38.16,0.23339
38.88,0.23025
39.6,0.23648
40.32,0.25171
41.04,0.27279
41.76,0.29517
42.48,0.31458
43.2,0.32832
43.92,0.33638
44.64,0.34205
45.36,0.3514
46.08,0.37089
46.8,0.40385
47.52,0.44887
48.24,0.50152
48.96,0.55695
49.68,0.61124
50.4,0.66145
51.12,0.70502
51.84,0.73968
52.56,0.76384
53.28,0.77748
54,0.78293
54.72,0.78498
55.44,0.78999
56.16,0.80392
56.88,0.82997
57.6,0.8671
58.32,0.9102
59.04,0.95173
59.76,0.98376
60.48,1
61.2,0.99697
61.92,0.97435
62.64,0.93417
63.36,0.8793
64.08,0.81202
64.8,0.73372
65.52,0.64572
66.24,0.55048
66.96,0.45246
67.68,0.35833
68.4,0.27772
69.12,0.22459
69.84,0.21188
70.56,0.23302
71.28,0.2645
72,0.28664
72.72,0.28887
73.44,0.26824
74.16,0.22811
74.88,0.17701
75.6,0.12927
76.32,0.1085
77.04,0.12879
77.76,0.16817
78.48,0.20471
79.2,0.22785
79.92,0.2329
80.64,0.21866
81.36,0.18673
82.08,0.14158
82.8,0.091784
83.52,0.053259
84.24,0.044229
84.96,0.043282
85.68,0.032999
86.4,0.063858
87.12,0.136
87.84,0.21818
88.56,0.29156
89.28,0.34172
90,0.35949
90.72,0.34172
91.44,0.29156
92.16,0.21818
92.88,0.136
93.6,0.063858
94.32,0.032999
95.04,0.043282
95.76,0.044229
96.48,0.053259
97.2,0.091784
97.92,0.14158
98.64,0.18673
99.36,0.21866
100.08,0.2329
100.8,0.22785
101.52,0.20471
102.24,0.16817
102.96,0.12879
103.68,0.1085
104.4,0.12927
105.12,0.17701
105.84,0.22811
106.56,0.26824
107.28,0.28887
108,0.28664
108.72,0.2645
109.44,0.23302
110.16,0.21188
110.88,0.22459
111.6,0.27772
112.32,0.35833
113.04,0.45246
113.76,0.55048
114.48,0.64572
115.2,0.73372
115.92,0.81202
116.64,0.8793
