0,0,0,24.545
0.72,0.97505,0.039724995,24.545
1.44,1.9076,0.077718476,24.545
2.16,2.7576,0.112348747,24.545
2.88,3.4879,0.142102261,24.545
3.6,4.0669,0.165691587,24.545
4.32,4.4691,0.182077816,24.545
5.04,4.6771,0.190552047,24.545
5.76,4.6819,0.190747606,24.545
6.48,4.4847,0.182713384,24.545
7.2,4.0973,0.166930128,24.545
7.92,3.545,0.144428601,24.545
8.64,2.8738,0.117082909,24.545
9.36,2.1739,0.088567936,24.545
10.08,1.6573,0.06752088,24.545
10.8,1.6973,0.06915054,24.545
11.52,2.3186,0.094463231,24.545
12.24,3.1812,0.129606845,24.545
12.96,4.0813,0.166278264,24.545
13.68,4.925,0.200651864,24.545
14.4,5.6597,0.23058464,24.545
15.12,6.2528,0.254748421,24.545
15.84,6.6867,0.272426156,24.545
16.56,6.9584,0.28349562,24.545
17.28,7.0811,0.288494602,24.545
18,7.0857,0.288682013,24.545
18.72,7.0233,0.286139743,24.545
19.44,6.9636,0.283707476,24.545
20.16,6.9881,0.284705643,24.545
20.88,7.1726,0.292222449,24.545
21.6,7.5641,0.308172744,24.545
22.32,8.1648,0.33264616,24.545
23.04,8.9357,0.364053779,24.545
23.76,9.8141,0.399841108,24.545
24.48,10.731,0.437196985,24.545
25.2,11.623,0.473538399,24.545
25.92,12.434,0.506579751,24.545
26.64,13.123,0.534650642,24.545
27.36,13.659,0.556488083,24.545
28.08,14.025,0.57139947,24.545
28.8,14.217,0.579221837,24.545
29.52,14.243,0.580281116,24.545
30.24,14.127,0.575555103,24.545
30.96,13.901,0.566347525,24.545
31.68,13.612,0.554573233,24.545
32.4,13.314,0.542432267,24.545
33.12,13.063,0.532206152,24.545
33.84,12.914,0.526135669,24.545
34.56,12.906,0.525809737,24.545
35.28,13.061,0.532124669,24.545
36,13.376,0.54495824,24.545
36.72,13.83,0.563454879,24.545
37.44,14.388,0.586188633,24.545
38.16,15.01,0.611529843,24.545
38.88,15.66,0.638011815,24.545
39.6,16.313,0.664616011,24.545
40.32,16.948,0.690486861,24.545
41.04,17.557,0.715298431,24.545
41.76,18.141,0.739091465,24.545
42.48,18.706,0.762110409,24.545
43.2,19.259,0.784640456,24.545
43.92,19.812,0.807170503,24.545
44.64,20.372,0.82998574,24.545
45.36,20.94,0.85312691,24.545
46.08,21.516,0.876594011,24.545
46.8,22.089,0.899938888,24.545
47.52,22.645,0.922591159,24.545
48.24,23.166,0.943817478,24.545
48.96,23.632,0.962803015,24.545
49.68,24.021,0.978651457,24.545
50.4,24.313,0.990547973,24.545
51.12,24.492,0.997840701,24.545
51.84,24.545,1,24.545
52.56,24.462,0.996618456,24.545
53.28,24.24,0.987573844,24.545
54,23.881,0.972947647,24.545
54.72,23.388,0.95286209,24.545
55.44,22.771,0.927724587,24.545
56.16,22.042,0.898024037,24.545
56.88,21.215,0.864330821,24.545
57.6,20.308,0.827378285,24.545
58.32,19.335,0.78773681,24.545
59.04,18.314,0.746139743,24.545
59.76,17.26,0.703198207,24.545
60.48,16.187,0.659482583,24.545
61.2,15.11,0.615603993,24.545
61.92,14.039,0.571969851,24.545
62.64,12.985,0.529028315,24.545
63.36,11.958,0.4871868,24.545
64.08,10.964,0.446689754,24.545
64.8,10.014,0.407985333,24.545
65.52,9.1162,0.371407619,24.545
66.24,8.2796,0.337323284,24.545
66.96,7.5142,0.306139743,24.545
67.68,6.83,0.278264412,24.545
68.4,6.2357,0.254051742,24.545
69.12,5.7377,0.233762477,24.545
69.84,5.3373,0.217449582,24.545
70.56,5.0298,0.204921573,24.545
